video_id,source_dataset,path,question_rows,probe_backend,duration_seconds,fps,frame_count,width,height,flag_lt_2s,flag_lt_1s,flag_lt_0_5s,speed_distortion_risk,error
agqa_1FGXJ.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_1FGXJ.mp4,1,opencv,1.36,25.0,34,320,180,True,False,False,True,
agqa_1M8EE.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_1M8EE.mp4,1,opencv,0.68,25.0,17,320,180,True,True,False,True,
agqa_1Q4SL.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_1Q4SL.mp4,4,opencv,1.4,25.0,35,320,180,True,False,False,True,
agqa_1SLTT.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_1SLTT.mp4,2,opencv,0.6,25.0,15,320,180,True,True,False,True,
agqa_1TWH6.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_1TWH6.mp4,1,opencv,0.84,25.0,21,320,180,True,True,False,True,
agqa_2074D.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_2074D.mp4,1,opencv,1.4,25.0,35,240,320,True,False,False,True,
agqa_2C2AI.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_2C2AI.mp4,2,opencv,0.92,25.0,23,320,180,True,True,False,True,
agqa_2JP64.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_2JP64.mp4,1,opencv,2.44,25.0,61,320,180,False,False,False,False,
agqa_2L7MW.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_2L7MW.mp4,1,opencv,0.56,25.0,14,180,320,True,True,False,True,
agqa_2U0GH.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_2U0GH.mp4,1,opencv,1.2,25.0,30,320,240,True,False,False,True,
agqa_2UQKZ.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_2UQKZ.mp4,1,opencv,1.04,25.0,26,320,180,True,False,False,True,
agqa_31TDO.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_31TDO.mp4,1,opencv,1.36,25.0,34,320,180,True,False,False,True,
agqa_320VL.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_320VL.mp4,1,opencv,0.92,25.0,23,320,178,True,True,False,True,
agqa_35ZZP.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_35ZZP.mp4,1,opencv,2.76,25.0,69,240,320,False,False,False,False,
agqa_3A400.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_3A400.mp4,3,opencv,1.12,25.0,28,320,240,True,False,False,True,
agqa_3G991.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_3G991.mp4,1,opencv,1.12,25.0,28,320,240,True,False,False,True,
agqa_3GXB7.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_3GXB7.mp4,1,opencv,0.48,25.0,12,320,180,True,True,True,True,
agqa_3JCEI.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_3JCEI.mp4,4,opencv,2.16,25.0,54,180,320,False,False,False,False,
agqa_3MWAY.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_3MWAY.mp4,2,opencv,1.6,25.0,40,180,320,True,False,False,True,
agqa_3Q3YY.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_3Q3YY.mp4,7,opencv,1.68,25.0,42,320,240,True,False,False,True,
agqa_47DR8.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_47DR8.mp4,2,opencv,0.52,25.0,13,320,180,True,True,False,True,
agqa_4GLAP.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_4GLAP.mp4,7,opencv,1.4,25.0,35,214,320,True,False,False,True,
agqa_4VJDU.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_4VJDU.mp4,1,opencv,1.08,25.0,27,320,240,True,False,False,True,
agqa_4VYE5.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_4VYE5.mp4,2,opencv,1.48,25.0,37,180,320,True,False,False,True,
agqa_4WYQ5.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_4WYQ5.mp4,1,opencv,0.96,25.0,24,180,320,True,True,False,True,
agqa_4ZJXR.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_4ZJXR.mp4,3,opencv,1.56,25.0,39,320,180,True,False,False,True,
agqa_55AH5.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_55AH5.mp4,1,opencv,1.44,25.0,36,320,240,True,False,False,True,
agqa_5EFVR.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_5EFVR.mp4,3,opencv,1.52,25.0,38,240,320,True,False,False,True,
agqa_5LJ3J.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_5LJ3J.mp4,1,opencv,0.88,25.0,22,320,180,True,True,False,True,
agqa_5LPJL.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_5LPJL.mp4,3,opencv,0.96,25.0,24,180,320,True,True,False,True,
agqa_5XLBY.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_5XLBY.mp4,1,opencv,0.72,25.0,18,320,180,True,True,False,True,
agqa_6WWB3.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_6WWB3.mp4,1,opencv,0.88,25.0,22,320,180,True,True,False,True,
agqa_73E7V.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_73E7V.mp4,1,opencv,2.0,25.0,50,320,240,False,False,False,False,
agqa_74P3C.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_74P3C.mp4,2,opencv,0.8,25.0,20,320,240,True,True,False,True,
agqa_75RPN.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_75RPN.mp4,5,opencv,0.96,25.0,24,320,180,True,True,False,True,
agqa_79WPY.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_79WPY.mp4,1,opencv,0.28,25.0,7,320,180,True,True,True,True,
agqa_7DGWM.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_7DGWM.mp4,1,opencv,2.56,25.0,64,320,180,False,False,False,False,
agqa_7DU77.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_7DU77.mp4,1,opencv,1.76,25.0,44,320,180,True,False,False,True,
agqa_7HV9Q.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_7HV9Q.mp4,2,opencv,0.72,25.0,18,320,180,True,True,False,True,
agqa_7HVU8.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_7HVU8.mp4,3,opencv,1.24,25.0,31,320,180,True,False,False,True,
agqa_7T6MB.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_7T6MB.mp4,2,opencv,1.04,25.0,26,320,180,True,False,False,True,
agqa_7YMK9.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_7YMK9.mp4,1,opencv,0.36,25.0,9,320,180,True,True,True,True,
agqa_80ADD.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_80ADD.mp4,1,opencv,1.28,25.0,32,320,180,True,False,False,True,
agqa_892RS.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_892RS.mp4,3,opencv,3.08,25.0,77,320,180,False,False,False,False,
agqa_8B4ZP.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_8B4ZP.mp4,3,opencv,2.64,25.0,66,320,180,False,False,False,False,
agqa_8EKYA.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_8EKYA.mp4,1,opencv,0.8,25.0,20,180,320,True,True,False,True,
agqa_8EYST.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_8EYST.mp4,1,opencv,0.4,25.0,10,320,240,True,True,True,True,
agqa_8M5VK.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_8M5VK.mp4,1,opencv,0.52,25.0,13,320,180,True,True,False,True,
agqa_94KP4.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_94KP4.mp4,1,opencv,1.32,25.0,33,320,180,True,False,False,True,
agqa_96ATI.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_96ATI.mp4,1,opencv,1.84,25.0,46,320,214,True,False,False,True,
agqa_98W87.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_98W87.mp4,1,opencv,2.12,25.0,53,320,180,False,False,False,False,
agqa_9A58F.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_9A58F.mp4,1,opencv,1.4,25.0,35,320,240,True,False,False,True,
agqa_9BPW6.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_9BPW6.mp4,1,opencv,2.08,25.0,52,320,180,False,False,False,False,
agqa_9CDB6.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_9CDB6.mp4,1,opencv,0.92,25.0,23,320,240,True,True,False,True,
agqa_9MNZ5.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_9MNZ5.mp4,1,opencv,2.8,25.0,70,214,320,False,False,False,False,
agqa_9OMY1.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_9OMY1.mp4,1,opencv,0.92,25.0,23,320,180,True,True,False,True,
agqa_9SZG2.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_9SZG2.mp4,1,opencv,1.2,25.0,30,320,180,True,False,False,True,
agqa_9VF2C.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_9VF2C.mp4,3,opencv,1.84,25.0,46,320,180,True,False,False,True,
agqa_A21M5.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_A21M5.mp4,3,opencv,1.64,25.0,41,320,180,True,False,False,True,
agqa_A4SR3.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_A4SR3.mp4,2,opencv,1.2,25.0,30,320,180,True,False,False,True,
agqa_A9BDS.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_A9BDS.mp4,5,opencv,2.64,25.0,66,320,240,False,False,False,False,
agqa_A9YQJ.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_A9YQJ.mp4,1,opencv,0.8,25.0,20,320,180,True,True,False,True,
agqa_AF5BS.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_AF5BS.mp4,1,opencv,1.6,25.0,40,320,180,True,False,False,True,
agqa_ALJ7B.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_ALJ7B.mp4,3,opencv,1.76,25.0,44,320,180,True,False,False,True,
agqa_APLZS.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_APLZS.mp4,7,opencv,1.8,25.0,45,180,320,True,False,False,True,
agqa_AVSPS.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_AVSPS.mp4,1,opencv,1.32,25.0,33,180,320,True,False,False,True,
agqa_B8DL6.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_B8DL6.mp4,1,opencv,0.88,25.0,22,320,214,True,True,False,True,
agqa_BAGJW.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_BAGJW.mp4,1,opencv,0.84,25.0,21,320,178,True,True,False,True,
agqa_BCONW.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_BCONW.mp4,1,opencv,1.36,25.0,34,320,180,True,False,False,True,
agqa_BIB6C.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_BIB6C.mp4,2,opencv,1.32,25.0,33,320,180,True,False,False,True,
agqa_BM3UJ.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_BM3UJ.mp4,1,opencv,2.36,25.0,59,214,320,False,False,False,False,
agqa_BMVXJ.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_BMVXJ.mp4,1,opencv,0.6,25.0,15,320,240,True,True,False,True,
agqa_BOXK1.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_BOXK1.mp4,1,opencv,0.8,25.0,20,180,320,True,True,False,True,
agqa_BRLNM.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_BRLNM.mp4,2,opencv,0.76,25.0,19,180,320,True,True,False,True,
agqa_BVGMT.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_BVGMT.mp4,1,opencv,1.08,25.0,27,320,180,True,False,False,True,
agqa_BZ171.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_BZ171.mp4,2,opencv,1.76,25.0,44,180,320,True,False,False,True,
agqa_C1DK7.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_C1DK7.mp4,3,opencv,2.72,25.0,68,180,320,False,False,False,False,
agqa_C61BE.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_C61BE.mp4,1,opencv,1.12,25.0,28,320,214,True,False,False,True,
agqa_CALKE.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_CALKE.mp4,4,opencv,1.16,25.0,29,320,240,True,False,False,True,
agqa_CC0PK.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_CC0PK.mp4,1,opencv,1.56,25.0,39,320,176,True,False,False,True,
agqa_CF55N.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_CF55N.mp4,1,opencv,0.44,25.0,11,240,320,True,True,True,True,
agqa_CN108.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_CN108.mp4,1,opencv,0.84,25.0,21,320,214,True,True,False,True,
agqa_COM6M.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_COM6M.mp4,1,opencv,1.08,25.0,27,320,182,True,False,False,True,
agqa_CWMSY.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_CWMSY.mp4,2,opencv,0.76,25.0,19,320,240,True,True,False,True,
agqa_D8BTU.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_D8BTU.mp4,2,opencv,1.44,25.0,36,320,180,True,False,False,True,
agqa_DBT6E.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_DBT6E.mp4,1,opencv,1.0,25.0,25,180,320,True,False,False,True,
agqa_DCRI5.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_DCRI5.mp4,1,opencv,1.48,25.0,37,214,320,True,False,False,True,
agqa_DFJ3N.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_DFJ3N.mp4,1,opencv,0.92,25.0,23,320,180,True,True,False,True,
agqa_DFSHF.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_DFSHF.mp4,1,opencv,1.84,25.0,46,180,320,True,False,False,True,
agqa_DOB0W.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_DOB0W.mp4,1,opencv,0.88,25.0,22,320,240,True,True,False,True,
agqa_DP7KP.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_DP7KP.mp4,1,opencv,1.52,25.0,38,320,240,True,False,False,True,
agqa_DPLMM.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_DPLMM.mp4,7,opencv,2.0,25.0,50,320,180,False,False,False,False,
agqa_DZ0SB.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_DZ0SB.mp4,2,opencv,2.0,25.0,50,214,320,False,False,False,False,
agqa_E7Q3R.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_E7Q3R.mp4,1,opencv,1.92,25.0,48,320,240,True,False,False,True,
agqa_EBMIO.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_EBMIO.mp4,1,opencv,1.16,25.0,29,320,180,True,False,False,True,
agqa_ECMQU.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_ECMQU.mp4,4,opencv,1.56,25.0,39,320,214,True,False,False,True,
agqa_ED6VQ.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_ED6VQ.mp4,2,opencv,1.12,25.0,28,320,180,True,False,False,True,
agqa_EDKXT.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_EDKXT.mp4,1,opencv,1.0,25.0,25,320,240,True,False,False,True,
agqa_EG0VZ.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_EG0VZ.mp4,1,opencv,1.88,25.0,47,320,180,True,False,False,True,
agqa_EHT0A.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_EHT0A.mp4,1,opencv,0.6,25.0,15,320,180,True,True,False,True,
agqa_EIT66.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_EIT66.mp4,1,opencv,1.32,25.0,33,320,180,True,False,False,True,
agqa_EMV0A.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_EMV0A.mp4,1,opencv,0.88,25.0,22,320,180,True,True,False,True,
agqa_EVU9O.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_EVU9O.mp4,1,opencv,0.68,25.0,17,320,180,True,True,False,True,
agqa_F19VE.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_F19VE.mp4,4,opencv,2.4,25.0,60,320,180,False,False,False,False,
agqa_FC2SK.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_FC2SK.mp4,2,opencv,4.04,25.0,101,320,180,False,False,False,False,
agqa_FKZQN.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_FKZQN.mp4,1,opencv,1.24,25.0,31,320,180,True,False,False,True,
agqa_FP7N3.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_FP7N3.mp4,1,opencv,1.16,25.0,29,180,320,True,False,False,True,
agqa_FRSBQ.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_FRSBQ.mp4,2,opencv,2.2,25.0,55,240,320,False,False,False,False,
agqa_G3TEA.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_G3TEA.mp4,2,opencv,0.92,25.0,23,180,320,True,True,False,True,
agqa_G4IV1.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_G4IV1.mp4,1,opencv,0.48,25.0,12,240,320,True,True,True,True,
agqa_GHJCC.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_GHJCC.mp4,1,opencv,1.52,25.0,38,320,180,True,False,False,True,
agqa_GI7JM.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_GI7JM.mp4,1,opencv,0.16,25.0,4,320,180,True,True,True,True,
agqa_GIQEO.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_GIQEO.mp4,1,opencv,1.72,25.0,43,320,212,True,False,False,True,
agqa_GKBSR.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_GKBSR.mp4,10,opencv,1.0,25.0,25,320,214,True,False,False,True,
agqa_GO761.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_GO761.mp4,1,opencv,0.56,25.0,14,180,320,True,True,False,True,
agqa_GVX7E.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_GVX7E.mp4,2,opencv,1.16,25.0,29,180,320,True,False,False,True,
agqa_HC5JH.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_HC5JH.mp4,2,opencv,0.92,25.0,23,180,320,True,True,False,True,
agqa_HFTEO.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_HFTEO.mp4,2,opencv,1.92,25.0,48,320,180,True,False,False,True,
agqa_HSKVH.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_HSKVH.mp4,1,opencv,2.08,25.0,52,320,180,False,False,False,False,
agqa_I0IW5.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_I0IW5.mp4,9,opencv,1.12,25.0,28,320,240,True,False,False,True,
agqa_I4K7B.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_I4K7B.mp4,1,opencv,1.52,25.0,38,320,180,True,False,False,True,
agqa_I5F23.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_I5F23.mp4,1,opencv,2.92,25.0,73,320,180,False,False,False,False,
agqa_IA7X9.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_IA7X9.mp4,1,opencv,1.24,25.0,31,240,320,True,False,False,True,
agqa_IJ3QB.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_IJ3QB.mp4,3,opencv,1.56,25.0,39,320,240,True,False,False,True,
agqa_IKQLJ.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_IKQLJ.mp4,2,opencv,2.32,25.0,58,320,180,False,False,False,False,
agqa_ISTQI.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_ISTQI.mp4,1,opencv,1.76,25.0,44,320,180,True,False,False,True,
agqa_IUETR.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_IUETR.mp4,1,opencv,0.56,25.0,14,214,320,True,True,False,True,
agqa_IXISD.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_IXISD.mp4,3,opencv,1.12,25.0,28,320,180,True,False,False,True,
agqa_J1EA0.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_J1EA0.mp4,1,opencv,0.36,25.0,9,320,180,True,True,True,True,
agqa_J355F.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_J355F.mp4,1,opencv,0.68,25.0,17,320,240,True,True,False,True,
agqa_J5FLP.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_J5FLP.mp4,1,opencv,1.0,25.0,25,320,178,True,False,False,True,
agqa_J8SHW.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_J8SHW.mp4,1,opencv,0.76,25.0,19,180,320,True,True,False,True,
agqa_JD3KW.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_JD3KW.mp4,4,opencv,2.04,25.0,51,214,320,False,False,False,False,
agqa_JFR2I.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_JFR2I.mp4,1,opencv,1.48,25.0,37,240,320,True,False,False,True,
agqa_JJ47B.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_JJ47B.mp4,1,opencv,0.76,25.0,19,240,320,True,True,False,True,
agqa_JJZ1X.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_JJZ1X.mp4,1,opencv,0.52,25.0,13,320,180,True,True,False,True,
agqa_JOMFO.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_JOMFO.mp4,2,opencv,1.52,25.0,38,320,180,True,False,False,True,
agqa_JOPGB.mp4,agqa,/mnt/Data/ah66742/timelogic/videos/val/combined_2k_videos/agqa_JOPGB.mp4,5,opencv,1.92,25.0,48,320,180,True,False,False,True,
